,species,n,col.n,empirical_type_raw,empirical_type_curated,extrapolated_type,sd_col,mean_col
9468,Onychium japonicum,1,0,AM,AM,AM,NA,NA
9469,Onychium lucidum,3,1,AM,AM,AM,NA,0.22899547
9470,Opercularia echinocephala,2,2,AM,AM,AM,1.230719333,-0.602664702
9471,Opercularia spermacocea,1,0,AM,AM,AM,NA,NA
9472,Opercularia vaginata,1,0,AM,AM,AM,NA,NA
9473,Opercularia varia,1,0,EcM,,AM,NA,NA
9474,Operculina turpethum,2,1,AM,AM,AM,NA,-2.548906233
9475,Ophiocolea delphinensis,1,1,AM,AM,AM,NA,-2.873089317
9476,Ophioderma pendulum,1,0,NM,,uncertain,NA,NA
9477,Ophioglossum lancifolium,1,0,NM,,AM,NA,NA
9478,Ophioglossum lusitanicum,2,0,AM,AM,AM,NA,NA
9479,Ophioglossum petiolatum,1,0,AM,AM,AM,NA,NA
9480,Ophioglossum reticulatum,3,2,AM,AM,AM,0.018766266,0.875421406
9481,Ophioglossum thermale,1,0,AM,AM,AM,NA,NA
9482,Ophioglossum vulgatum,11,1,AM,AM,AM,NA,3.572897574
9483,Ophiopogon intermedius,1,1,AM,AM,AM,NA,1.746414542
9484,Ophiopogon jaburan,1,0,AM,AM,AM,NA,NA
9485,Ophiopogon japonicus,2,0,NM-AM,AM,AM,NA,NA
9486,Ophiorrhiza austroyunnanensis,2,0,AM,AM,AM,NA,NA
9487,Ophiuros exaltatus,2,1,AM,AM,AM,NA,-0.011400123
9488,Ophrys apifera,4,0,OM,OM,OM,NA,NA
9489,Ophrys fuciflora,4,0,OM,OM,OM,NA,NA
9490,Ophrys lutea,1,0,OM,OM,OM,NA,NA
9491,Ophrys sphegodes,6,0,OM,OM,OM,NA,NA
9492,Oplismenus burmanni,5,3,NM-AM,AM,AM,0.981712185,-1.551908449
9493,Oplismenus compositus,2,0,NM-AM,,AM,NA,NA
9494,Oplismenus undulatifolius,2,0,AM,AM,AM,NA,NA
9495,Opuntia,1,0,NM,,AM,NA,NA
9496,Opuntia articulata,2,1,NM-AM,AM,AM,NA,-1.29504569
9497,Opuntia basilaris,1,1,AM,AM,AM,NA,-2.873089317
9498,Opuntia decumbens,1,0,AM,AM,AM,NA,NA
9499,Opuntia dillenii,6,3,AM,AM,AM,1.790719018,1.599235032
9500,Opuntia engelmannii,1,0,AM,AM,AM,NA,NA
9501,Opuntia excelsa,1,0,AM,AM,AM,NA,NA
9502,Opuntia ficus-indica,2,0,AM,AM,AM,NA,NA
9503,Opuntia humifusa,2,2,AM,AM,AM,0,-0.890532259
9504,Opuntia karwinskiana,1,0,AM,AM,AM,NA,NA
9505,Opuntia leucotricha,1,0,NM,,AM,NA,NA
9506,Opuntia microdasys,1,0,NM,,AM,NA,NA
9507,Opuntia monacantha,1,0,AM,AM,AM,NA,NA
9508,Opuntia pilifera,1,0,AM,AM,AM,NA,NA
9509,Opuntia polyacantha,2,0,AM,AM,AM,NA,NA
9510,Opuntia streptacantha,1,0,AM,AM,AM,NA,NA
9511,Opuntia sulphurea,4,3,NM-AM,AM,AM,0.451938558,-2.809833081
9512,Opuntia tuna,1,0,NM,,AM,NA,NA
9513,Orchis anthropophora,2,0,OM,OM,OM,NA,NA
9514,Orchis mascula,9,0,OM,OM,OM,NA,NA
9515,Orchis militaris,4,0,OM,OM,OM,NA,NA
9516,Orchis purpurea,5,0,OM,OM,OM,NA,NA
9517,Orchis simia,2,0,OM,OM,OM,NA,NA
9518,Oreobolus furcatus,1,1,AM,AM,NM-AM,NA,-3.331686778
9519,Oreobolus impar,1,0,AM,AM,NM-AM,NA,NA
9520,Oreobolus obtusangulus,1,0,NM,NM,NM-AM,NA,NA
9521,Oreobolus pectinatus,1,0,AM,AM,NM-AM,NA,NA
9522,Oreocarya sericea,1,0,AM,AM,NA,NA,NA
9523,Oreocarya virgata,1,0,AM,,NA,NA,NA
9524,Oreochloa disticha,4,1,AM,AM,AM,NA,-1.033015006
9525,Oreocnide frutescens,2,0,NM,NM,NM-AM,NA,NA
9526,Oreocnide pedunculata,1,0,AM,AM,NM-AM,NA,NA
9527,Oreogrammitis attenuata,1,1,AM,AM,NA,NA,-0.166443191
9528,Oreomunnea mexicana,1,0,EcM,EcM,EcM,NA,NA
9529,Oreopteris limbosperma,1,0,AM,AM,AM,NA,NA
9530,Oreostemma alpigenum,1,1,AM,AM,AM,NA,-2.873089317
9531,Origanum majorana,1,1,AM,AM,AM,NA,0.22899547
9532,Origanum vulgare,9,7,AM,AM,AM,1.829705703,1.07960692
9533,Orites excelsa,1,0,NM,NM,NM,NA,NA
9534,Orixa japonica,2,0,NM-AM,AM,AM,NA,NA
9535,Ormocarpum kirkii,1,0,AM,AM,AM,NA,NA
9536,Ormosia,1,0,AM,AM,AM,NA,NA
9537,Ormosia arborea,5,2,NM-AM,AM,AM,0.843091098,-1.396274732
9538,Ormosia coccinea,1,0,AM,AM,AM,NA,NA
9539,Ormosia krugii,1,0,AM,AM,AM,NA,NA
9540,Ormosia semicastrata,1,0,AM,,AM,NA,NA
9541,Ornithocarpa torulosa,1,0,NM,NM,NM,NA,NA
9542,Ornithogalum balansae,2,0,NM,,AM,NA,NA
9543,Ornithogalum nutans,1,0,AM,AM,AM,NA,NA
9544,Ornithogalum pyrenaicum,1,0,AM,AM,AM,NA,NA
9545,Ornithogalum thyrsoides,1,0,AM,AM,AM,NA,NA
9546,Ornithogalum umbellatum,19,4,AM,AM,AM,2.664909804,0.365472967
9547,Ornithopus sativus,1,0,AM,AM,AM,NA,NA
9548,Orobanche cernua,1,0,AM,,NM,NA,NA
9549,Orobanche fasciculata,1,0,NM,NM,NM,NA,NA
9550,Orobanche ramosa,1,0,AM,,NM,NA,NA
9551,Orophaca caespitosa,1,0,AM,AM,AM,NA,NA
9552,Orophea creaghii,1,0,AM,AM,AM,NA,NA
9553,Orostachys iwarenge,1,0,AM,AM,NM-AM,NA,NA
9554,Oroxylum indicum,3,0,AM,AM,AM,NA,NA
9555,Orphium frutescens,1,0,AM,AM,AM,NA,NA
9556,Orthilia secunda,18,0,NM-ErM-EcM-AM,EcM,EcM,NA,NA
9557,Orthocarpus luteus,3,1,NM-AM,NM,NM,NA,-3.663561646
9558,Orthocarpus tenuifolius,1,1,NM,NM,NM,NA,-3.663561646
9559,Orthodon,1,0,AM,AM,AM,NA,NA
9560,Orthopappus angustifolius,1,0,AM,AM,NA,NA,NA
9561,Orthosiphon pallidus,2,2,AM,AM,NM-AM,1.674793694,-2.479303668
9562,Orthosiphon thymiflorus,3,1,,,NM-AM,NA,-3.663561646
9563,Orychophragmus violaceus,1,0,NM,NM,NM,NA,NA
9564,Oryza,1,0,NM,NM,NM-AM,NA,NA
9565,Oryza coarctata,3,1,NM-AM,AM,NM-AM,NA,0.152293669
9566,Oryza sativa,19,12,NM-AM,NM-AM,NM-AM,1.575496472,-0.871097347
9567,Oryzopsis asperifolia,2,0,AM,AM,AM,NA,NA
9568,Osbeckia wynaadensis,1,0,AM,,AM,NA,NA
9569,Osmanthus didymopetalus,1,0,AM,AM,AM,NA,NA
9570,Osmanthus fragrans,3,0,AM,AM,AM,NA,NA
9571,Osmolindsaea odorata,3,2,AM,AM,NA,0.265370806,1.615488447
9572,Osmorhiza chilensis,3,0,AM,AM,AM,NA,NA
9573,Osmunda japonica,3,1,AM,AM,AM,NA,-2.699548556
9574,Osmunda regalis,5,0,AM,AM,AM,NA,NA
9575,Osmundastrum cinnamomeum,3,2,AM,AM,AM,2.419790719,-0.281379738
9576,Osteomeles anthyllidifolia,2,2,AM,AM,AM,1.745610304,-1.638756433
9577,Osteomeles schwerinae,2,1,AM,AM,AM,NA,3.663561646
9578,Osteospermum incanum,1,0,AM,AM,AM,NA,NA
9579,Osteospermum monstrosum,1,0,AM,AM,AM,NA,NA
9580,Osteospermum spinosum,1,0,AM,AM,AM,NA,NA
9581,Osteospermum vaillantii,1,0,NM,,AM,NA,NA
9582,Ostrya japonica,1,0,EcM,EcM,EcM,NA,NA
9583,Ostrya rehderiana,2,0,NM-EcM,EcM,EcM,NA,NA
9584,Ostrya virginiana,4,0,EcM,EcM,EcM,NA,NA
9585,Ostryopsis davidiana,1,0,EcM,EcM,EcM,NA,NA
9586,Osyris alba,3,0,NM-AM,,NM-AM,NA,NA
9587,Oziroe biflora,1,1,AM,AM,AM,NA,-0.267585284
9588,Ozothamnus,1,0,ErM,,AM,NA,NA
9589,Ozothamnus cinerea,1,0,AM,AM,AM,NA,NA
9590,Ozothamnus cordatus,1,0,AM,AM,AM,NA,NA
9591,Ozothamnus diosmifolius,1,0,AM,AM,AM,NA,NA
9592,Ozothamnus diotophyllus,1,0,AM,AM,AM,NA,NA
9593,Ozothamnus hookeri,1,0,AM,AM,AM,NA,NA
9594,Ozothamnus ledifolius,1,0,AM,AM,AM,NA,NA
9595,Ozothamnus obcordatus,2,0,AM,AM,AM,NA,NA
9596,Ozothamnus rodwayi,1,0,AM,AM,AM,NA,NA
9597,Ozothamnus rogersianus,1,0,AM,AM,AM,NA,NA
9598,Otanthus maritimus,2,1,AM,AM,AM,NA,-1.603449871
9599,Otholobium fruticans,2,1,AM,AM,AM,NA,0.984498982
9600,Otholobium hirtum,2,1,AM,AM,AM,NA,1.133585591
9601,Othonna bulbosa,1,0,AM,AM,AM,NA,NA
9602,Othonna digitata,1,0,AM,AM,AM,NA,NA
9603,Othonna filicaulis,1,0,AM,AM,AM,NA,NA
9604,Othonna quinquedentata,1,0,AM,AM,AM,NA,NA
9605,Othonna stenophylla,1,0,AM,AM,AM,NA,NA
9606,Ottelia alismoides,5,2,NM-AM,NM-AM,NM-AM,0,-0.190574699
9607,Ottelia ovalifolia,2,1,NM,NM,NM-AM,NA,-3.663561646
9608,Oubanguia alata,4,0,AM,AM,AM,NA,NA
9609,Oubanguia laurifolia,1,0,AM,AM,AM,NA,NA
9610,Ouratea,5,2,EcM-AM,AM,AM,0.085310832,-1.41259082
9611,Ouratea discophora,1,0,AM,AM,AM,NA,NA
9612,Ouratea spectabilis,1,0,AM,AM,AM,NA,NA
9613,Ourisia,1,0,AM,AM,NM-AM,NA,NA
9614,Owenia vernicosa,2,0,EcM-AM,AM,AM,NA,NA
9615,Ovidia andina,1,0,AM,AM,AM,NA,NA
9616,Ovidia pillo-pillo,1,0,AM,AM,AM,NA,NA
9617,Oxalis,2,1,AM,AM,AM,NA,3.663561646
9618,Oxalis acetosella,42,17,NM-AM,AM,AM,1.945930558,1.868743486
9619,Oxalis capillacea,1,0,AM,AM,AM,NA,NA
9620,Oxalis compacta,1,0,AM,AM,AM,NA,NA
9621,Oxalis conorrhiza,3,3,AM,AM,AM,1.029717247,-2.484060749
9622,Oxalis corniculata,18,7,NM-AM,AM,AM,1.775905585,0.427068081
9623,Oxalis debilis subsp. corymbosa,2,1,AM,AM,AM,NA,0.848536262
9624,Oxalis deppei,1,0,AM,AM,AM,NA,NA
9625,Oxalis exilis,1,0,AM,AM,AM,NA,NA
9626,Oxalis latifolia,1,1,AM,AM,AM,NA,-1.193295816
9627,Oxalis luteola,1,0,AM,AM,AM,NA,NA
9628,Oxalis obtusa,1,0,AM,AM,AM,NA,NA
9629,Oxalis perennans,1,0,AM,AM,AM,NA,NA
9630,Oxalis pes-caprae,1,0,AM,AM,AM,NA,NA
9631,Oxalis polyphylla,1,0,AM,AM,AM,NA,NA
9632,Oxalis purpurea,1,0,AM,AM,AM,NA,NA
9633,Oxalis stricta,4,3,AM,AM,AM,1.110560532,-0.249349838
9634,Oxalis tenuifolia,1,0,AM,AM,AM,NA,NA
9635,Oxalis tomentosa,1,0,AM,AM,AM,NA,NA
9636,Oxalis valdiviensis,2,0,AM,AM,AM,NA,NA
9637,Oxalis violacea,1,0,AM,AM,AM,NA,NA
